source,id,name,rawName,type,latitude,longitude,areaSqm,areaLabel,areaCategory,address,region,coordinateLabel,updatedAt,originalId,osmId,osmName,matchedType
official,nparks-88507,Almond Crescent Playground,ALMOND CRESCENT PG,Dedicated playground,1.3732124444606688,103.77198060528261,2670.289961475,"2,670 sqm",Neighbourhood,,West,"1.373212, 103.771981",2026-04-21T16:01:38.000Z,nparks-88507,,,
official,nparks-88549,Aroozoo Avenue Playground,AROOZOO AVE PG,Dedicated playground,1.3551968667413747,103.88595627294951,8614.704395755,"8,615 sqm",Neighbourhood,,East,"1.355197, 103.885956",2026-04-21T16:01:38.000Z,nparks-88549,,,
official,nparks-88591,Banyan Villas Playground,BANYAN VILLAS PG,Dedicated playground,1.3872785047325376,103.83885324901108,1137.90094904,"1,138 sqm",Pocket,,North,"1.387279, 103.838853",2026-04-21T16:01:38.000Z,nparks-88591,,,
official,nparks-88420,Bedok Ria Crescent Playground,BEDOK RIA CRESCENT PG,Dedicated playground,1.3273348850995668,103.95308171715823,3077.944328,"3,078 sqm",Neighbourhood,,East,"1.327335, 103.953082",2026-04-21T16:01:38.000Z,nparks-88420,,,
official,nparks-88633,Bedok Terrace Playground,BEDOK TERRACE PG,Dedicated playground,1.3255436023346039,103.9475056192436,3679.948464415,"3,680 sqm",Neighbourhood,,East,"1.325544, 103.947506",2026-04-21T16:01:38.000Z,nparks-88633,,,
official,nparks-88442,Begonia Road Playground,BEGONIA RD PG,Dedicated playground,1.3878196998361432,103.8632895690186,4852.85905839,"4,853 sqm",Neighbourhood,,North,"1.387820, 103.863290",2026-04-21T16:01:38.000Z,nparks-88442,,,
official,nparks-88676,Beng Wan Road Playground,BENG WAN RD PG,Dedicated playground,1.3238060154412516,103.86583529773172,3701.20168189,"3,701 sqm",Neighbourhood,,East,"1.323806, 103.865835",2026-04-21T16:01:38.000Z,nparks-88676,,,
official,nparks-88759,Binchang Rise Playground,BINCHANG RISE PG,Dedicated playground,1.3486736465480897,103.84354841240868,7301.28297402,"7,301 sqm",Neighbourhood,,Central,"1.348674, 103.843548",2026-04-21T16:01:38.000Z,nparks-88759,,,
official,parks-sg-bishan-ang-mo-kio-pk,Bishan - Ang Mo Kio Park,Bishan - Ang Mo Kio Park,Park with playground,1.36438131796883,103.838067659861,0,Area not published,Area unavailable,Along Ang Mo Kio Ave 1,Central,"1.364381, 103.838068",2014-04-17T01:02:24.000Z,parks-sg-bishan-ang-mo-kio-pk,,,
official,parks-sg-bukit-batok-nature-pk,Bukit Batok Nature Park,Bukit Batok Nature Park,Park with playground,1.3500086942922516,103.76462219368499,351930.64829598,35.2 ha,Destination,"Bukit Batok East Ave 2, Bukit Batok East Ave 6, Lorong Sesuai",West,"1.350009, 103.764622",2026-01-14T16:03:56.000Z,parks-sg-bukit-batok-nature-pk,,,
official,nparks-88645,Burgundy Crescent Playground,BURGUNDY CRESCENT PLAYGROUND,Dedicated playground,1.33982701990837,103.76090503358263,2680.797831605,"2,681 sqm",Neighbourhood,,West,"1.339827, 103.760905",2026-04-21T16:01:38.000Z,nparks-88645,,,
official,nparks-88571,Butterfly Avenue Playground,BUTTERFLY AVE PG,Dedicated playground,1.3344335664820988,103.87733653681293,1247.592970345,"1,248 sqm",Pocket,,East,"1.334434, 103.877337",2026-04-21T16:01:38.000Z,nparks-88571,,,
official,nparks-88375,Cactus Road Playground,CACTUS RD PG,Dedicated playground,1.3901090514352157,103.8522364751832,13265.728207975,1.3 ha,Large,,North,"1.390109, 103.852236",2026-04-21T16:01:38.000Z,nparks-88375,,,
official,nparks-88539,Carmichael Road Playground,CARMICHAEL RD PG,Dedicated playground,1.3426814392412174,103.86300718141767,2734.41346585,"2,734 sqm",Neighbourhood,,Central,"1.342681, 103.863007",2026-04-21T16:01:38.000Z,nparks-88539,,,
official,nparks-88321,Cashew Crescent Fc Playground,CASHEW CRESCENT FC PG,Dedicated playground,1.3722448535894964,103.76949467203684,1181.50816897,"1,182 sqm",Pocket,,West,"1.372245, 103.769495",2026-04-21T16:01:38.000Z,nparks-88321,,,
official,nparks-88505,Cashew Link Playground,CASHEW LINK PG,Dedicated playground,1.3713588873704436,103.76892501358684,2045.33128337,"2,045 sqm",Neighbourhood,,West,"1.371359, 103.768925",2026-04-21T16:01:38.000Z,nparks-88505,,,
official,nparks-88415,Cashew Road Playground,CASHEW RD PG,Dedicated playground,1.3705998190999023,103.76466780670854,13200.381375545,1.3 ha,Large,,West,"1.370600, 103.764668",2026-04-21T16:01:38.000Z,nparks-88415,,,
official,parks-sg-changi-beach-pk,Changi Beach Park,Changi Beach Park,Park with playground,1.3831593733996592,104.00175372183348,318784.26186675,31.9 ha,Destination,Along Nicoll Drive and Changi Coast Road,East,"1.383159, 104.001754",2026-04-21T16:01:38.000Z,parks-sg-changi-beach-pk,,,
official,nparks-88642,Changi Heights Playground,CHANGI HEIGHTS PG,Dedicated playground,1.362843647763477,103.97220437477233,1981.494361525,"1,981 sqm",Pocket,,East,"1.362844, 103.972204",2026-04-21T16:01:38.000Z,nparks-88642,,,
official,nparks-88572,Chempaka Avenue Playground,CHEMPAKA AVE PG,Dedicated playground,1.3318740875837207,103.87561556672539,2238.137973275,"2,238 sqm",Neighbourhood,,East,"1.331874, 103.875616",2026-04-21T16:01:38.000Z,nparks-88572,,,
official,nparks-88453,Cheng Soon Garden Playground,CHENG SOON GARDEN PG,Dedicated playground,1.3358863606365197,103.77168301094926,5532.058109585,"5,532 sqm",Neighbourhood,,West,"1.335886, 103.771683",2026-04-21T16:01:38.000Z,nparks-88453,,,
official,nparks-88416,Chestnut Drive Playground,CHESTNUT DR PG,Dedicated playground,1.3676337346859269,103.76882971645354,950.94919046,951 sqm,Pocket,,West,"1.367634, 103.768830",2026-04-21T16:01:38.000Z,nparks-88416,,,
official,nparks-88454,Chu Yen Playground,CHU YEN PLAYGROUND,Dedicated playground,1.358697170052417,103.75897633995594,2957.245582745,"2,957 sqm",Neighbourhood,,West,"1.358697, 103.758976",2026-04-21T16:01:38.000Z,nparks-88454,,,
official,nparks-88352,Chuan Green Playground,CHUAN GREEN PG,Dedicated playground,1.3604796821885214,103.86600839566016,3484.7043629,"3,485 sqm",Neighbourhood,,East,"1.360480, 103.866008",2026-04-21T16:01:38.000Z,nparks-88352,,,
official,nparks-88384,Chuan Walk Playground,CHUAN WALK PG,Dedicated playground,1.3572217609341652,103.86755286023558,1034.39733035,"1,034 sqm",Pocket,,East,"1.357222, 103.867553",2026-04-21T16:01:38.000Z,nparks-88384,,,
official,nparks-88691,Chwee Chian Playground,CHWEE CHIAN PLAYGROUND,Dedicated playground,1.2795728370768822,103.78895401879323,1190.3824219,"1,190 sqm",Pocket,,South,"1.279573, 103.788954",2026-04-21T16:01:38.000Z,nparks-88691,,,
official,nparks-88404,Clementi Crescent Playground,CLEMENTI CRESCENT PG,Dedicated playground,1.323522495815528,103.77329951691915,2945.47093535,"2,945 sqm",Neighbourhood,,West,"1.323522, 103.773300",2026-04-21T16:01:38.000Z,nparks-88404,,,
official,parks-sg-clementi-woods-pk,Clementi Woods Park,Clementi Woods Park,Park with playground,1.298933535008352,103.76761685713186,114671.768318945,11.5 ha,Destination,"Clementi Road next to Kent Vale, along West Coast Road next to Ginza Plaza",South,"1.298934, 103.767617",2026-04-21T16:01:38.000Z,parks-sg-clementi-woods-pk,,,
official,nparks-88538,Clover Crescent Playground,CLOVER CRESCENT PG,Dedicated playground,1.3510481502538154,103.84457614791425,4811.288261725,"4,811 sqm",Neighbourhood,,Central,"1.351048, 103.844576",2026-04-21T16:01:38.000Z,nparks-88538,,,
official,nparks-88761,Clover Way Playground,CLOVER WAY PG,Dedicated playground,1.3501771180757984,103.84602143139854,6949.28219551,"6,949 sqm",Neighbourhood,,Central,"1.350177, 103.846021",2026-04-21T16:01:38.000Z,nparks-88761,,,
official,nparks-88583,Countryside Playground,COUNTRYSIDE PG,Dedicated playground,1.390187591950426,103.8384079546499,5717.341179535,"5,717 sqm",Neighbourhood,,North,"1.390188, 103.838408",2026-04-21T16:01:38.000Z,nparks-88583,,,
official,nparks-88446,Dedap Place Playground,DEDAP PLACE PG,Dedicated playground,1.3877975742273796,103.86841336325828,991.57772779,992 sqm,Pocket,,North,"1.387798, 103.868413",2026-04-21T16:01:38.000Z,nparks-88446,,,
official,nparks-88435,Eastwood Park Playground,EASTWOOD PK PG,Dedicated playground,1.3231595654533852,103.95754876648327,3274.52776897,"3,275 sqm",Neighbourhood,,East,"1.323160, 103.957549",2026-05-25T16:01:47.000Z,nparks-88435,,,
official,nparks-88536,Elias Terrace Playground,ELIAS TERRACE PG,Dedicated playground,1.372228429977703,103.94108425200557,1592.149777695,"1,592 sqm",Pocket,,East,"1.372228, 103.941084",2026-04-21T16:01:38.000Z,nparks-88536,,,
official,nparks-88354,Ellington Square Playground,ELLINGTON SQUARE PLAYGROUND,Dedicated playground,1.3720023089670559,103.83453036042759,3265.494608555,"3,265 sqm",Neighbourhood,,Central,"1.372002, 103.834530",2026-04-21T16:01:38.000Z,nparks-88354,,,
official,nparks-88455,Eng Kong Garden Playground,ENG KONG GARDEN PG,Dedicated playground,1.3369237422726794,103.76916336188069,4274.65166171,"4,275 sqm",Neighbourhood,,West,"1.336924, 103.769163",2026-04-21T16:01:38.000Z,nparks-88455,,,
official,nparks-88401,Faber Hills Playground,FABER HILLS PLAYGROUND,Dedicated playground,1.2874712507209751,103.66438830802964,10593.849209085,1.1 ha,Large,,West,"1.287471, 103.664388",2026-04-21T16:01:38.000Z,nparks-88401,,,
official,nparks-88585,Florissa Park Playground,FLORISSA PK PG,Dedicated playground,1.3869730932273063,103.83507298158987,1777.139723895,"1,777 sqm",Pocket,,Central,"1.386973, 103.835073",2026-04-21T16:01:38.000Z,nparks-88585,,,
official,nparks-88586,Fudu Walk Playground,FUDU WALK PG,Dedicated playground,1.3898351218922766,103.83723438334813,1157.15214634,"1,157 sqm",Pocket,,North,"1.389835, 103.837234",2026-04-21T16:01:38.000Z,nparks-88586,,,
official,nparks-88762,Fulton Avenue Playground,FULTON AVE PG,Dedicated playground,1.3621074576915269,103.83352102521286,1803.3144545,"1,803 sqm",Pocket,,Central,"1.362107, 103.833521",2026-04-21T16:01:38.000Z,nparks-88762,,,
official,nparks-88378,Garden View Playground,GARDEN VIEW PG,Dedicated playground,1.3604248823123817,103.8656694375827,2332.46804305,"2,332 sqm",Neighbourhood,,East,"1.360425, 103.865669",2026-04-21T16:01:38.000Z,nparks-88378,,,
official,nparks-88679,Gentle Drive Playground,GENTLE DR PG,Dedicated playground,1.3203688056662144,103.84070309190496,1185.90828575,"1,186 sqm",Pocket,,Central,"1.320369, 103.840703",2026-04-21T16:01:38.000Z,nparks-88679,,,
official,nparks-88457,Golden Rise Playground,GOLDEN RISE PG,Dedicated playground,1.336323647928206,103.76486852005382,1963.604930295,"1,964 sqm",Pocket,,West,"1.336324, 103.764869",2026-04-21T16:01:38.000Z,nparks-88457,,,
official,nparks-88678,Goldhill Avenue Playground,GOLDHILL AVE PG,Dedicated playground,1.321133417174904,103.83317379982168,2763.628444195,"2,764 sqm",Neighbourhood,,Central,"1.321133, 103.833174",2026-04-21T16:01:38.000Z,nparks-88678,,,
official,nparks-88594,Goodlink Park Playground,GOODLINK PK PG,Dedicated playground,1.427299606870686,103.82539258443619,899.68705415,900 sqm,Pocket,,North,"1.427300, 103.825393",2026-04-21T16:01:38.000Z,nparks-88594,,,
official,nparks-88523,Greenfield Drive Playground,GREENFIELD DR PG,Dedicated playground,1.3130354768413108,103.91765634990739,7579.145716855,"7,579 sqm",Neighbourhood,,East,"1.313035, 103.917656",2026-04-21T16:01:38.000Z,nparks-88523,,,
official,nparks-88406,Greenleaf View Park Playground,GREENLEAF VIEW PK PG,Dedicated playground,1.322310623381794,103.78808737366721,2925.5481299,"2,926 sqm",Neighbourhood,,Central,"1.322311, 103.788087",2026-04-21T16:01:38.000Z,nparks-88406,,,
official,nparks-88458,Greenridge Crescent Playground,GREENRIDGE CRESCENT PG,Dedicated playground,1.3342797127435926,103.76576322902989,1770.2797206,"1,770 sqm",Pocket,,West,"1.334280, 103.765763",2026-04-21T16:01:38.000Z,nparks-88458,,,
official,nparks-88702,Greenwood Crescent Playground,GREENWOOD CRESCENT PG,Dedicated playground,1.335506236358292,103.80548695379504,2000.522788405,"2,001 sqm",Neighbourhood,,Central,"1.335506, 103.805487",2026-04-21T16:01:38.000Z,nparks-88702,,,
official,nparks-88407,Grove Lane Playground,GROVE LANE PG,Dedicated playground,1.3137632887404946,103.7842062105903,7367.45627998,"7,367 sqm",Neighbourhood,,South,"1.313763, 103.784206",2026-04-21T16:01:38.000Z,nparks-88407,,,
official,nparks-88631,Harvey Crescent Playground,HARVEY CRESCENT PG,Dedicated playground,1.340659028077663,103.95519192385743,1625.223554005,"1,625 sqm",Pocket,,East,"1.340659, 103.955192",2026-04-21T16:01:38.000Z,nparks-88631,,,
official,nparks-88758,Highgate Walk Playground,HIGHGATE WALK PLAYGROUND,Dedicated playground,1.3404171846143642,103.76592436149278,2180.546014015,"2,181 sqm",Neighbourhood,,West,"1.340417, 103.765924",2026-04-21T16:01:38.000Z,nparks-88758,,,
official,nparks-88644,Hillview Crescent Playground,HILLVIEW CRESCENT PLAYGROUND,Dedicated playground,1.3552623460010258,103.76116232991829,2905.352911015,"2,905 sqm",Neighbourhood,,West,"1.355262, 103.761162",2026-04-21T16:01:38.000Z,nparks-88644,,,
official,nparks-88450,Holland Green Playground,HOLLAND GREEN PG,Dedicated playground,1.326810900460203,103.78257759536767,1540.4258831,"1,540 sqm",Pocket,,Central,"1.326811, 103.782578",2026-04-21T16:01:38.000Z,nparks-88450,,,
official,nparks-88449,Holland Grove View Playground,HOLLAND GROVE VIEW PG,Dedicated playground,1.3129296671514599,103.78122162363572,1167.313321595,"1,167 sqm",Pocket,,South,"1.312930, 103.781222",2026-04-21T16:01:38.000Z,nparks-88449,,,
official,nparks-88673,Hooper Road Playground,HOOPER RD PG,Dedicated playground,1.312398915066335,103.84320423199813,6390.97510567,"6,391 sqm",Neighbourhood,,South,"1.312399, 103.843204",2026-04-21T16:01:38.000Z,nparks-88673,,,
official,nparks-88461,Hoover Park (lor Pisang Hijau Playground),HOOVER PARK (LOR PISANG HIJAU PLAYGROUND),Dedicated playground,1.3438755104066722,103.77302025529791,3725.707947005,"3,726 sqm",Neighbourhood,,West,"1.343876, 103.773020",2026-04-21T16:01:38.000Z,nparks-88461,,,
official,parks-sg-hort-pk-the-gardening-hub,Hort Park - The Gardening Hub,Hort Park - The Gardening Hub,Park with playground,1.27883934383816,103.799778900848,0,Area not published,Area unavailable,"33 Hyderabad Road, Off Alexandra Road",South,"1.278839, 103.799779",2014-04-17T01:02:24.000Z,parks-sg-hort-pk-the-gardening-hub,,,
official,nparks-88405,Hua Guan Crescent Playground,HUA GUAN CRESCENT PG,Dedicated playground,1.337010538643933,103.78505953980331,996.79966822,997 sqm,Pocket,,Central,"1.337011, 103.785060",2026-04-21T16:01:38.000Z,nparks-88405,,,
official,nparks-88739,Irau Drive Playground,IRAU DRIVE PLAYGROUND,Dedicated playground,1.4619435384991928,103.84006882882946,3693.920900135,"3,694 sqm",Neighbourhood,,North,"1.461944, 103.840069",2026-04-21T16:01:38.000Z,nparks-88739,,,
official,nparks-88655,Island Gdns Walk Playground,ISLAND GDNS WALK PG,Dedicated playground,1.3619988729061994,103.82843911048238,901.3435439,901 sqm,Pocket,,Central,"1.361999, 103.828439",2026-04-21T16:01:38.000Z,nparks-88655,,,
official,nparks-88622,Jalan Angin Laut Playground,JLN ANGIN LAUT PG,Dedicated playground,1.3371839888175043,103.95622497877842,999.36450066,999 sqm,Pocket,,East,"1.337184, 103.956225",2026-04-21T16:01:38.000Z,nparks-88622,,,
official,nparks-88468,Jalan Buloh Perindu Playground,JLN BULOH PERINDU PG,Dedicated playground,1.308482597499101,103.91938448183176,1269.70425699,"1,270 sqm",Pocket,,East,"1.308483, 103.919384",2026-04-21T16:01:38.000Z,nparks-88468,,,
official,nparks-88624,Jalan Chempaka Kuning Playground,JLN CHEMPAKA KUNING PG,Dedicated playground,1.3297574948720685,103.95016432778706,2985.3093229,"2,985 sqm",Neighbourhood,,East,"1.329757, 103.950164",2026-04-21T16:01:38.000Z,nparks-88624,,,
official,nparks-88459,Jalan Dermawan Playground,JALAN DERMAWAN PLAYGROUND,Dedicated playground,1.36063894564964,103.75860584483674,2176.336932155,"2,176 sqm",Neighbourhood,,West,"1.360639, 103.758606",2026-04-21T16:01:38.000Z,nparks-88459,,,
official,nparks-88408,Jalan Kebaya Playground,JLN KEBAYA PG,Dedicated playground,1.314114910896791,103.78024635822102,1518.66033465,"1,519 sqm",Pocket,,South,"1.314115, 103.780246",2026-04-21T16:01:38.000Z,nparks-88408,,,
official,nparks-88551,Jalan Kelichap Playground,JLN KELICHAP PG,Dedicated playground,1.3467820571612348,103.88182461306774,1329.215993,"1,329 sqm",Pocket,,East,"1.346782, 103.881825",2026-04-21T16:01:38.000Z,nparks-88551,,,
official,nparks-88638,Jalan Limau Kasturi Playground,JLN LIMAU KASTURI PG,Dedicated playground,1.3239737658864272,103.94638906084543,675.798482955,676 sqm,Pocket,,East,"1.323974, 103.946389",2026-04-21T16:01:38.000Z,nparks-88638,,,
official,nparks-88621,Jalan Limau Manis Playground,JLN LIMAU MANIS PG,Dedicated playground,1.3247340027655252,103.949044991383,1183.794193155,"1,184 sqm",Pocket,,East,"1.324734, 103.949045",2026-04-21T16:01:38.000Z,nparks-88621,,,
official,nparks-88777,Jalan Mas Kuning Playground,JALAN MAS KUNING PLAYGROUND,Dedicated playground,1.3078516086255079,103.76352509593491,2641.79502247,"2,642 sqm",Neighbourhood,,South,"1.307852, 103.763525",2026-04-21T16:01:38.000Z,nparks-88777,,,
official,nparks-88778,Jalan Mas Puteh Playground,JALAN MAS PUTEH PLAYGROUND,Dedicated playground,1.308986343575265,103.76200681668604,902.132726285,902 sqm,Pocket,,South,"1.308986, 103.762007",2026-04-21T16:01:38.000Z,nparks-88778,,,
official,nparks-88443,Jalan Naung Playground,JLN NAUNG PG,Dedicated playground,1.3695631217362239,103.89282189627428,1508.28232084,"1,508 sqm",Pocket,,East,"1.369563, 103.892822",2026-04-21T16:01:38.000Z,nparks-88443,,,
official,nparks-88625,Jalan Pari Burong Playground,JLN PARI BURONG PG,Dedicated playground,1.3338302667615354,103.94696150148619,6476.660851115,"6,477 sqm",Neighbourhood,,East,"1.333830, 103.946962",2026-04-21T16:01:38.000Z,nparks-88625,,,
official,nparks-88626,Jalan Pari Dedap Playground,JLN PARI DEDAP PG,Dedicated playground,1.3330205537381883,103.9438804788435,3613.52444553,"3,614 sqm",Neighbourhood,,East,"1.333021, 103.943880",2026-04-21T16:01:38.000Z,nparks-88626,,,
official,nparks-88627,Jalan Pelatok Playground,JLN PELATOK PG,Dedicated playground,1.346144327776515,103.9603400330171,5034.48863095,"5,034 sqm",Neighbourhood,,East,"1.346144, 103.960340",2026-04-21T16:01:38.000Z,nparks-88627,,,
official,nparks-88656,Jalan Pintau Playground,JLN PINTAU PG,Dedicated playground,1.3539456703859893,103.83997321893165,9683.000741695,"9,683 sqm",Neighbourhood,,Central,"1.353946, 103.839973",2026-04-21T16:01:38.000Z,nparks-88656,,,
official,nparks-88379,Jalan Riang Playground,JLN RIANG PG,Dedicated playground,1.3471426063181149,103.86739535755741,1697.63967676,"1,698 sqm",Pocket,,East,"1.347143, 103.867395",2026-04-21T16:01:38.000Z,nparks-88379,,,
official,nparks-88436,Jalan Selaseh Playground,JLN SELASEH PG,Dedicated playground,1.3856016503502333,103.87338201184058,4924.65672488,"4,925 sqm",Neighbourhood,,East,"1.385602, 103.873382",2026-04-21T16:01:38.000Z,nparks-88436,,,
official,nparks-88484,Jalan Senang Playground,JLN SENANG PG,Dedicated playground,1.3290153443370158,103.91556908211406,2983.57732281,"2,984 sqm",Neighbourhood,,East,"1.329015, 103.915569",2026-04-21T16:01:38.000Z,nparks-88484,,,
official,nparks-88460,Jalan Tekukor Playground,JALAN TEKUKOR PLAYGROUND,Dedicated playground,1.346137895579081,103.76677601808633,5879.150977805,"5,879 sqm",Neighbourhood,,West,"1.346138, 103.766776",2026-04-21T16:01:38.000Z,nparks-88460,,,
official,nparks-88657,Jupiter Playground,JUPITER PLAYGROUND,Dedicated playground,1.3582711680799056,103.82513677087559,1909.28938316,"1,909 sqm",Pocket,,Central,"1.358271, 103.825137",2026-04-21T16:01:38.000Z,nparks-88657,,,
official,parks-sg-jurong-central-pk,Jurong Central Park,Jurong Central Park,Park with playground,1.3379796517924705,103.70787455591312,82956.817631615,8.3 ha,Destination,Jalan Boon Lay junction with Boon Lay Way,West,"1.337980, 103.707875",2026-04-21T16:01:38.000Z,parks-sg-jurong-central-pk,,,
official,nparks-88639,Kew Avenue Playground,KEW AVE PG,Dedicated playground,1.321626538764096,103.94845050181046,1972.4757539,"1,972 sqm",Pocket,,East,"1.321627, 103.948451",2026-04-21T16:01:38.000Z,nparks-88639,,,
official,nparks-88640,Kew Crescent Playground,KEW CRESCENT PG,Dedicated playground,1.3191875527595336,103.94858574719049,4736.57260097,"4,737 sqm",Neighbourhood,,East,"1.319188, 103.948586",2026-04-21T16:01:38.000Z,nparks-88640,,,
official,nparks-88634,Kew Drive Playground,KEW DR PG,Dedicated playground,1.3207095314096722,103.95175430405384,839.638414265,840 sqm,Pocket,,East,"1.320710, 103.951754",2026-04-21T16:01:38.000Z,nparks-88634,,,
official,nparks-88707,King's Drive Playground,KING'S DR PG,Dedicated playground,1.3190866751121297,103.80606154202395,2085.841835045,"2,086 sqm",Neighbourhood,,Central,"1.319087, 103.806062",2026-04-21T16:01:38.000Z,nparks-88707,,,
official,nparks-88773,Lakeside Grove Playground,LAKESIDE GROVE PLAYGROUND,Dedicated playground,1.3400730144091693,103.71859444158254,1280.27774875,"1,280 sqm",Pocket,,West,"1.340073, 103.718594",2026-04-21T16:01:38.000Z,nparks-88773,,,
official,nparks-88587,Lentor Green Playground,LENTOR GREEN PG,Dedicated playground,1.3852857282720463,103.83705647129632,1545.3974579,"1,545 sqm",Pocket,,Central,"1.385286, 103.837056",2026-04-21T16:01:38.000Z,nparks-88587,,,
official,nparks-88588,Lentor Grove Playground,LENTOR GROVE PG,Dedicated playground,1.3863846910694682,103.8383707239062,1347.44112605,"1,347 sqm",Pocket,,Central,"1.386385, 103.838371",2026-04-21T16:01:38.000Z,nparks-88588,,,
official,nparks-88589,Lentor Road Playground,LENTOR RD PG,Dedicated playground,1.3882919034890058,103.8375722009472,1817.14624445,"1,817 sqm",Pocket,,North,"1.388292, 103.837572",2026-04-21T16:01:38.000Z,nparks-88589,,,
official,nparks-88584,Lentor Street Playground,LENTOR STREET PG,Dedicated playground,1.3900981863837716,103.83427652569794,1249.789271195,"1,250 sqm",Pocket,,North,"1.390098, 103.834277",2026-04-21T16:01:38.000Z,nparks-88584,,,
official,nparks-88590,Lentor Vale Playground,LENTOR VALE PG,Dedicated playground,1.3880542360181982,103.8361460821369,5138.659780955,"5,139 sqm",Neighbourhood,,North,"1.388054, 103.836146",2026-04-21T16:01:38.000Z,nparks-88590,,,
official,nparks-88582,Lentor Walk Playground,LENTOR WALK PG,Dedicated playground,1.3886309570462554,103.83838324763813,888.116305085,888 sqm,Pocket,,North,"1.388631, 103.838383",2026-04-21T16:01:38.000Z,nparks-88582,,,
official,nparks-88497,Lilac Drive Playground,LILAC DR PG,Dedicated playground,1.3811511580879283,103.86114379728288,1908.080204305,"1,908 sqm",Pocket,,Central,"1.381151, 103.861144",2026-04-21T16:01:38.000Z,nparks-88497,,,
official,nparks-88635,Limau Garden Playground,LIMAU GARDEN PG,Dedicated playground,1.322482124974314,103.95069132925602,926.23081195,926 sqm,Pocket,,East,"1.322482, 103.950691",2026-04-21T16:01:38.000Z,nparks-88635,,,
official,nparks-88641,Limau Villas Playground,LIMAU VILLAS PG,Dedicated playground,1.323872450925688,103.95051409597892,926.10768305,926 sqm,Pocket,,East,"1.323872, 103.950514",2026-04-21T16:01:38.000Z,nparks-88641,,,
official,nparks-88562,Lorong 40 Geylang Playground,LORONG 40 GEYLANG PG,Dedicated playground,1.3136330007924444,103.88936940225831,2975.261014905,"2,975 sqm",Neighbourhood,,East,"1.313633, 103.889369",2026-04-21T16:01:38.000Z,nparks-88562,,,
official,nparks-88741,Lorong Kemunchup Playground,LORONG KEMUNCHUP PLAYGROUND,Dedicated playground,1.3603930473433286,103.76093338574456,1396.829038895,"1,397 sqm",Pocket,,West,"1.360393, 103.760933",2026-04-21T16:01:38.000Z,nparks-88741,,,
official,nparks-88620,Loyang View Playground,LOYANG VIEW PG,Dedicated playground,1.3630395003065414,103.96563729241967,6630.061878735,"6,630 sqm",Neighbourhood,,East,"1.363040, 103.965637",2026-04-21T16:01:38.000Z,nparks-88620,,,
official,nparks-88636,Lucky Gardens Playground,LUCKY GARDENS PG,Dedicated playground,1.319287071537822,103.9413761221936,5616.095455315,"5,616 sqm",Neighbourhood,,East,"1.319287, 103.941376",2026-04-21T16:01:38.000Z,nparks-88636,,,
official,nparks-88619,Mariam Walk Playground,MARIAM WALK PG,Dedicated playground,1.3595473597294903,103.96854744331675,1210.176970605,"1,210 sqm",Pocket,,East,"1.359547, 103.968547",2026-04-21T16:01:38.000Z,nparks-88619,,,
official,nparks-88632,Mariam Way Playground,MARIAM WAY PG,Dedicated playground,1.3619451550129091,103.96623348811329,3862.81619654,"3,863 sqm",Neighbourhood,,East,"1.361945, 103.966233",2026-04-21T16:01:38.000Z,nparks-88632,,,
official,nparks-88357,Mayflower Crescent Playground,MAYFLOWER CRESCENT PG,Dedicated playground,1.3727323067422557,103.83952885224149,4207.17912823,"4,207 sqm",Neighbourhood,,Central,"1.372732, 103.839529",2026-04-21T16:01:38.000Z,nparks-88357,,,
official,nparks-88380,Mei Hwan Crescent Playground,MEI HWAN CRESCENT PG,Dedicated playground,1.3527669553308672,103.86174325855922,6089.299974325,"6,089 sqm",Neighbourhood,,Central,"1.352767, 103.861743",2026-04-21T16:01:38.000Z,nparks-88380,,,
official,nparks-88381,Mei Hwan Drive Playground,MEI HWAN DR PG,Dedicated playground,1.353350094653241,103.86347279914047,8175.31053315,"8,175 sqm",Neighbourhood,,Central,"1.353350, 103.863473",2026-04-21T16:01:38.000Z,nparks-88381,,,
official,nparks-88623,Mera Terrace Playground,MERA TERRACE PG,Dedicated playground,1.3474044390211926,103.96350603982197,2160.12117032,"2,160 sqm",Neighbourhood,,East,"1.347404, 103.963506",2026-04-21T16:01:38.000Z,nparks-88623,,,
official,nparks-88628,Meragi Road Playground,MERAGI RD PG,Dedicated playground,1.3443834054672406,103.96028263727831,3900.71126465,"3,901 sqm",Neighbourhood,,East,"1.344383, 103.960283",2026-04-21T16:01:38.000Z,nparks-88628,,,
official,nparks-88469,Meyer Road Playground,MEYER RD PG,Dedicated playground,1.2985685166065415,103.89419707868943,6555.35317305,"6,555 sqm",Neighbourhood,,South,"1.298569, 103.894197",2026-04-21T16:01:38.000Z,nparks-88469,,,
official,nparks-88437,Mimosa Road Playground,MIMOSA RD PG,Dedicated playground,1.3841919506037657,103.86304382230897,14721.922071515,1.5 ha,Large,,Central,"1.384192, 103.863044",2026-04-21T16:01:38.000Z,nparks-88437,,,
official,nparks-88343,Mimosa Terrace Playground,MIMOSA TERRACE PG,Dedicated playground,1.3840503584655648,103.86044968587458,4333.687687495,"4,334 sqm",Neighbourhood,,Central,"1.384050, 103.860450",2026-04-21T16:01:38.000Z,nparks-88343,,,
official,nparks-88525,Mimosa Walk Playground,MIMOSA WALK PG,Dedicated playground,1.3831048213252275,103.8614600654721,1151.456161445,"1,151 sqm",Pocket,,Central,"1.383105, 103.861460",2026-04-21T16:01:38.000Z,nparks-88525,,,
